country_name,poverty_line,PIP_Region,changepoorpop,changeHC,ISO_A3
"Iran, Islamic Rep.",3.65,MNA,-9415218.78503524,-0.196321244743883,IRN
"Iran, Islamic Rep.",6.85,MNA,-9777913.581201,-0.311680104911764,IRN
Iraq,2.15,MNA,15950.044332805,0.000137986898107873,IRQ
Iraq,3.65,MNA,391206.846722659,-0.00504329992515357,IRQ
Iraq,6.85,MNA,4646613.8584493,-0.0644196821341066,IRQ
Ireland,2.15,OHI,-17068.6408966966,-0.00487420222868619,IRL
Ireland,3.65,OHI,-31081.2308587384,-0.00926895313861754,IRL
Ireland,6.85,OHI,-113847.861296774,-0.0328339981484998,IRL
Israel,2.15,OHI,10967.5729942351,0.00013779838046505,ISR
Israel,3.65,OHI,64491.9549569066,0.00450536790749723,ISR
Israel,6.85,OHI,-68060.1267027129,-0.0380609883467548,ISR
Italy,2.15,OHI,790306.308864955,0.0133378839966102,ITA
Italy,3.65,OHI,1110740.13241879,0.01872430049415,ITA
Italy,6.85,OHI,1283792.08042562,0.0213538682251725,ITA
Jamaica,2.15,LAC,-33799.3228893899,-0.0161056053016171,JAM
Jamaica,3.65,LAC,-186670.210618101,-0.0898923834738392,JAM
Jamaica,6.85,LAC,-329362.649413056,-0.187761197720694,JAM
Japan,2.15,OHI,309750.288209554,0.00248062279529839,JPN
Japan,3.65,OHI,-45319.4498899141,-0.000403215769835191,JPN
Japan,6.85,OHI,-1910859.71659631,-0.0155308054332985,JPN
Jordan,2.15,MNA,-13758.1714739055,-0.0045298605173637,JOR
Jordan,3.65,MNA,-164826.085341244,-0.0505864420736095,JOR
Jordan,6.85,MNA,-598826.895287053,-0.257226535180172,JOR
Kazakhstan,2.15,ECA,-778317.788298882,-0.047637605953251,KAZ
Kazakhstan,3.65,ECA,-3396747.37084926,-0.208474347595406,KAZ
Kazakhstan,6.85,ECA,-7489431.50540399,-0.480153586555437,KAZ
Kenya,2.15,SSA,6682019.86205962,-0.012462596290085,KEN
Kenya,3.65,SSA,17477515.1658354,0.0648213153224271,KEN
Kenya,6.85,SSA,26944768.1267863,0.0903447998574944,KEN
Kiribati,2.15,EAP,-7540.58521613386,-0.12035083765221,KIR
Kiribati,3.65,EAP,-207.625579405907,-0.165864006507587,KIR
Kiribati,6.85,EAP,35793.5896809704,-0.071037115929534,KIR
"Korea, Rep.",2.15,OHI,-203804.26913036,-0.00522712095088489,KOR
"Korea, Rep.",3.65,OHI,-952546.407129184,-0.0226928233280118,KOR
"Korea, Rep.",6.85,OHI,-3876439.36984398,-0.0925070281570459,KOR
Kyrgyz Republic,2.15,ECA,-406795.539663731,-0.0977851140169648,KGZ
Kyrgyz Republic,3.65,ECA,-210149.837178888,-0.121907500261711,KGZ
Kyrgyz Republic,6.85,ECA,2128146.0183084,0.139394121006772,KGZ
Lao PDR,2.15,EAP,-653535.367919151,-0.204280554657612,LAO
Lao PDR,3.65,EAP,-443376.645757764,-0.343955451317673,LAO
Lao PDR,6.85,EAP,1356390.27898672,-0.214726134203481,LAO
Latvia,2.15,ECA,4424.92128891278,0.00239100796904051,LVA
Latvia,3.65,ECA,13268.8075380825,0.00716980540257589,LVA
Latvia,6.85,ECA,-50524.0661282734,-0.0112356628432985,LVA
Lesotho,2.15,SSA,-92391.285104994,-0.178749684080955,LSO
Lesotho,3.65,SSA,131455.629146046,-0.127131212075132,LSO
Lesotho,6.85,SSA,450318.337313614,-0.0301579348679252,LSO
Liberia,2.15,SSA,1415981.0600913,0.190186572494946,LBR
Liberia,3.65,SSA,2736706.47332643,0.298462990566972,LBR
Liberia,6.85,SSA,3264593.0090704,0.156944663941775,LBR
Lithuania,2.15,ECA,14617.1915160852,0.00531523606476424,LTU
Lithuania,3.65,ECA,-290497.459837048,-0.0769328242624756,LTU
Lithuania,6.85,ECA,-1501914.11412161,-0.402174254568718,LTU
Luxembourg,2.15,OHI,655.289050699009,0.00101187471058326,LUX
Luxembourg,3.65,OHI,780.382291811775,0.00120503937129578,LUX
Luxembourg,6.85,OHI,1516.29695307853,0.00218017398467942,LUX
Madagascar,2.15,SSA,16539528.5900829,0.171920281168602,MDG
Madagascar,3.65,SSA,17435103.689282,0.0681264640445649,MDG
Madagascar,6.85,SSA,17919922.6261793,0.0202793134302707,MDG
Malawi,2.15,SSA,7886827.22546052,0.020013523224873,MWI
Malawi,3.65,SSA,9959287.02932474,0.0173380403532635,MWI
Malawi,6.85,SSA,10860282.9373131,0.0170621570223717,MWI
Malaysia,2.15,EAP,-371319.292127394,-0.0206561463548414,MYS
Malaysia,3.65,EAP,-2341964.25323943,-0.130991295766965,MYS
Malaysia,6.85,EAP,-6018139.1369201,-0.355653244006042,MYS
Maldives,2.15,SAS,-45574.7451090846,-0.204225440645838,MDV
Maldives,3.65,SAS,-130505.049780677,-0.585062934156943,MDV
Maldives,6.85,SAS,-189207.59278541,-0.864792233223954,MDV
Mali,2.15,SSA,-3270787.37259779,-0.680475847787138,MLI
Mali,3.65,SSA,3650351.00915479,-0.425773143368552,MLI
Mali,6.85,SSA,10370567.7558752,-0.155963698903407,MLI
Malta,2.15,OHI,-649.76876328385,-0.00337550492387075,MLT
Malta,3.65,OHI,-561.849256062042,-0.00383170938818672,MLT
Malta,6.85,OHI,-12743.1322978433,-0.0394306721176581,MLT
Marshall Islands,2.15,EAP,-536.901853486222,-0.0103298084824056,MHL
Marshall Islands,3.65,EAP,-2371.91507802117,-0.0430244800190766,MHL
Marshall Islands,6.85,EAP,-7720.34676155192,-0.126300055034772,MHL
Mauritania,2.15,SSA,-632647.038632337,-0.38084292106472,MRT
Mauritania,3.65,SSA,-391828.947820735,-0.485345481107986,MRT
Mauritania,6.85,SSA,1077974.39198947,-0.29148855130375,MRT
Mauritius,2.15,SSA,-37586.6022757589,-0.0357849636180676,MUS
Mauritius,3.65,SSA,-198105.228027684,-0.191169969367589,MUS
Mauritius,6.85,SSA,-499014.964980271,-0.501731307533551,MUS
Mexico,2.15,LAC,-3088884.62470017,-0.0525608912502693,MEX
Mexico,3.65,LAC,-5473197.37209895,-0.117567210989182,MEX
Mexico,6.85,LAC,-737577.32522092,-0.17961825223716,MEX
"Micronesia, Fed. Sts.",2.15,EAP,7601.2939784579,0.045839452601948,FSM
"Micronesia, Fed. Sts.",3.65,EAP,16071.7257629698,0.0855783896535445,FSM
"Micronesia, Fed. Sts.",6.85,EAP,21558.8899550172,0.0819543212438009,FSM
Moldova,2.15,ECA,-38325.0611113196,-0.012907985529378,MDA
Moldova,3.65,ECA,-106535.983168035,-0.0361616474085568,MDA
Moldova,6.85,ECA,-197925.28648341,-0.077946122147046,MDA
Mongolia,2.15,EAP,-164485.772802099,-0.0792234684663985,MNG
Mongolia,3.65,EAP,-427942.61922317,-0.233415822358778,MNG
Mongolia,6.85,EAP,-224719.54805228,-0.313984199704264,MNG
Montenegro,2.15,ECA,13421.3633639498,0.0213274466699363,MNE
Montenegro,3.65,ECA,32850.7207059691,0.0522039797121202,MNE
Montenegro,6.85,ECA,65644.7752298779,0.102382273863413,MNE
Morocco,2.15,MNA,-1309129.40168799,-0.0578905039251873,MAR
Morocco,3.65,MNA,-4189766.93976582,-0.20860610248793,MAR
Morocco,6.85,MNA,-2166323.66651762,-0.276981138944698,MAR
Mozambique,2.15,SSA,10197998.4284245,-0.205041609954909,MOZ
Mozambique,3.65,SSA,15232773.3316785,-0.101585637937226,MOZ
Mozambique,6.85,SSA,18131532.6226483,-0.0418300105505828,MOZ
Myanmar,2.15,EAP,-38268249.7054143,-0.932517099998227,MMR
Myanmar,3.65,EAP,-29722431.2857302,-0.78277441679403,MMR
Myanmar,6.85,EAP,-3675136.42297518,-0.303966756701639,MMR
Namibia,2.15,SSA,-282099.958536802,-0.352008209648289,NAM
Namibia,3.65,SSA,-11609.0538237353,-0.307170677704464,NAM
Namibia,6.85,SSA,433397.720932704,-0.1898327897964,NAM
Nepal,2.15,SAS,-11242728.1180763,-0.611951334494272,NPL
Nepal,3.65,SAS,-9571816.65794473,-0.649833083041535,NPL
Nepal,6.85,SAS,1948442.9698838,-0.307107954123051,NPL
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Nicaragua,2.15,LAC,-1241029.94852422,-0.311708526591152,NIC
Nicaragua,3.65,LAC,-1747048.98155422,-0.487147894063435,NIC
Nicaragua,6.85,LAC,-965707.153034204,-0.470896206803118,NIC
Niger,2.15,SSA,6420160.59232447,-0.319211235006382,NER
Niger,3.65,SSA,13474990.5792444,-0.143690248561635,NER
Niger,6.85,SSA,16909186.5726356,-0.0404111365337984,NER
Nigeria,2.15,SSA,22838281.6538491,-0.173487652035039,NGA
Nigeria,3.65,SSA,72004610.391495,-0.0797070608003846,NGA
Nigeria,6.85,SSA,111701294.644309,-0.00813016682996237,NGA
North Macedonia,2.15,ECA,27112.5091908062,0.0119887655465715,MKD
North Macedonia,3.65,ECA,-99189.750271534,-0.0529262615178547,MKD
North Macedonia,6.85,ECA,-542958.50356037,-0.281564421132204,MKD
Norway,2.15,OHI,-9696.7557568304,-0.00272640303993277,NOR
Norway,3.65,OHI,-5288.55051522308,-0.0019152240786669,NOR
Norway,6.85,OHI,-6360.89912279703,-0.00265346772290177,NOR
Pakistan,2.15,SAS,-60854015.3468757,-0.617243212869771,PAK
Pakistan,3.65,SAS,-7184270.82059269,-0.519602260445877,PAK
Pakistan,6.85,SAS,91550448.100037,-0.14460335040311,PAK
Panama,2.15,LAC,-531625.683689174,-0.223359678037277,PAN
Panama,3.65,LAC,-676335.626443598,-0.304193908865663,PAN
Panama,6.85,LAC,-799104.428731958,-0.421061121380782,PAN
Papua New Guinea,2.15,EAP,-70918.7976825601,-0.37354326024709,PNG
Papua New Guinea,3.65,EAP,1652660.28949583,-0.304113993591171,PNG
Papua New Guinea,6.85,EAP,4085029.45317294,-0.123323854595504,PNG
Paraguay,2.15,LAC,19721.3533896749,-0.001576697823522,PRY
Paraguay,3.65,LAC,155865.44432091,0.00539855454068744,PRY
Paraguay,6.85,LAC,422414.97612563,-0.0198042401799708,PRY
Peru,2.15,LAC,-1971804.07915135,-0.105082249820308,PER
Peru,3.65,LAC,-3574652.73043363,-0.213211357815378,PER
Peru,6.85,LAC,-3471537.75874223,-0.311889767844832,PER
Philippines,2.15,EAP,-5090950.2626385,-0.163642166860771,PHL
Philippines,3.65,EAP,8492850.94015457,-0.178751781630413,PHL
Philippines,6.85,EAP,33891096.6238648,-0.0869702849443351,PHL
Poland,2.15,ECA,-57304.5905220444,-0.00150363197800676,POL
Poland,3.65,ECA,-165575.562537557,-0.00436445940738573,POL
Poland,6.85,ECA,-850100.747872217,-0.0231776782249872,POL
Portugal,2.15,OHI,-97572.7647193411,-0.00981652961128736,PRT
Portugal,3.65,OHI,-190657.576259389,-0.0191695553151443,PRT
Portugal,6.85,OHI,-689291.308626569,-0.0694521498285544,PRT
Romania,2.15,ECA,352446.416180738,0.0184845850250657,ROU
Romania,3.65,ECA,695065.153083124,0.0367848021208699,ROU
