year,PIP_Region,poverty_line,poorpop,pop,HC,totalpop,adjustedpoorpop
1990,EAP,2.15,1.06513431962376,1575133841,0.657549201039203,1619854937,1065134319.62376
1990,ECA,2.15,0.0157275967370155,409463645,0.033670522901761,467102836,15727596.7370155
1990,LAC,2.15,0.08097452490737,373744375,0.185072392007677,437528926,80974524.90737
1990,MNA,2.15,0.0143497720261051,219019329,0.0621267409985252,230975773,14349772.0261051
1990,OHI,2.15,0.00408629860648287,865687810,0.00452702597036897,902645276,4086298.60648287
1990,SAS,2.15,0.566874630941909,1121082883,0.496686516285294,1141312704,566874630.941909
1990,SSA,2.15,0.275380917113175,494056329,0.532903789139561,516755412,275380917.113175
1991,EAP,2.15,1.05088278024,1598924965,0.638504695225124,1645849730,1050882780.24
1991,ECA,2.15,0.0182628783175499,411375590,0.0388759678971938,469772955,18262878.3175499
1991,LAC,2.15,0.0778261442669738,380809972,0.174599660344937,445740525,77826144.2669738
1991,MNA,2.15,0.016494960280696,224635468,0.069461641465608,237468622,16494960.280696
1991,OHI,2.15,0.00409507561185527,872957053,0.00449967384214256,910082765,4095075.61185527
1991,SAS,2.15,0.571179718894201,1145356600,0.489660726454404,1166480561,571179718.894201
1991,SSA,2.15,0.293099986290788,508333555,0.552132605678638,530850711,293099986.290788
1992,EAP,2.15,1.02059404500332,1621133869,0.61179463055347,1668197127,1020594045.00332
1992,ECA,2.15,0.0260522958128524,412820706,0.0552356513680281,471657257,26052295.8128524
1992,LAC,2.15,0.0795094253272208,387862539,0.175182711374222,453865708,79509425.3272208
1992,MNA,2.15,0.0137665380704153,230101657,0.0565468101485491,243453840,13766538.0704153
1992,OHI,2.15,0.00434125543734983,880270119,0.00472861595848188,918081628,4341255.43734983
1992,SAS,2.15,0.563110881002754,1169647797,0.472253773108522,1192390433,563110881.002754
1992,SSA,2.15,0.309104749637297,522940748,0.567122947349981,545040103,309104749.637297
1993,EAP,2.15,0.983526791710516,1642485770,0.582153095883586,1689464161,983526791.710516
1993,ECA,2.15,0.0328111000091173,414178890,0.0693884067857017,472861412,32811100.0091173
1993,LAC,2.15,0.0792243630829497,394896834,0.171494988595713,461963138,79224363.0829497
1993,MNA,2.15,0.0128632738379715,235428054,0.0516960199122715,248825226,12863273.8379715
1993,OHI,2.15,0.00468365124394061,887134142,0.00506024536054943,925577894,4683651.24394061
1993,SAS,2.15,0.562287240206095,1194031173,0.461201137147593,1219180082,562287240.206095
1993,SSA,2.15,0.324789494815863,537817541,0.580435630630082,559561608,324789494.815863
1994,EAP,2.15,0.918199372874838,1663688311,0.536966650660351,1709974673,918199372.874838
1994,ECA,2.15,0.0409876921625153,415205181,0.0865580516636286,473528359,40987692.1625153
1994,LAC,2.15,0.0736454332701164,401908490,0.156674367659455,470054128,73645433.2701164
1994,MNA,2.15,0.0125003017833511,240639048,0.0492045769628258,254047541,12500301.7833511
1994,OHI,2.15,0.00453183108927471,893411568,0.00485872701019982,932719842,4531831.08927471
1994,SAS,2.15,0.564809096978581,1218618136,0.453240539363461,1246157499,564809096.978581
1994,SSA,2.15,0.336892480905078,552890572,0.586669321879269,574245948,336892480.905078
1995,EAP,2.15,0.865028030606808,1684485727,0.500096779817054,1729721257,865028030.606808
1995,ECA,2.15,0.0398023282406903,415803996,0.0839921637039864,473881449,39802328.2406903
1995,LAC,2.15,0.0739960747767197,408891859,0.154770732471433,478101212,73996074.7767197
1995,MNA,2.15,0.0138218058434282,245756165,0.0532666591906346,259483250,13821805.8434282
1995,OHI,2.15,0.00455449877544097,899460919,0.00484694220832756,939664345,4554498.77544097
1995,SAS,2.15,0.553208894767562,1243477118,0.434612749138292,1272877742,553208894.767562
1995,SSA,2.15,0.341672821930707,568102561,0.579607290966765,589490207,341672821.930707
1996,EAP,2.15,0.795284384308654,1704943857,0.454780983110162,1748719524,795284384.308654
1996,ECA,2.15,0.0399154334610272,416459491,0.0841690604932973,474229286,39915433.4610272
1996,LAC,2.15,0.0844897095531923,415848240,0.173832435850312,486041107,84489709.5531923
1996,MNA,2.15,0.0129903549894316,250784762,0.0490550551077571,264811750,12990354.9894316
1996,OHI,2.15,0.00500126317448619,905411818,0.00528350600468935,946580390,5001263.17448619
1996,SAS,2.15,0.547056398997033,1268622759,0.421004559983639,1299407301,547056398.997033
1996,SSA,2.15,0.345153380174624,583450855,0.570166016271274,605355932,345153380.174624
